Japanese;English;French;German;
"赤い薬を手に入れた！
多少転んでも安心だ";"You got some red potion! This will
help you through some scrapes.";"Vous avez obtenu une potion
rouge ! Pratique pour soigner
les petites égratignures.";"Du hast das rote Elixier erhalten!
Damit kannst du kleinere
Blessuren unterwegs direkt heilen.";
"青い薬を手に入れた！
ハートが全回復する薬
さすが高いだけの効果はあるようだ";"You got some blue potion! This
will restore all of your hearts!";"Vous avez obtenu
une potion bleue !

Cette potion vaut amplement
son prix : elle restaure toute
votre énergie vitale.";"Du hast das blaue Elixier erhalten!
Es füllt alle Herzen auf. Ein edler
Tropfen, der seinen Preis wert ist!";
"紫の薬を手に入れた！
強力な攻撃を放てる薬
周囲の魔物に大ダメージ！";"You got some purple potion! Use it
to unleash an attack that will deal
big damage to surrounding foes!";"Vous avez obtenu
une potion violette !

Utilisez-la pour effectuer une
attaque surpuissante contre
les ennemis qui vous entourent !";"Du hast das lila Elixier erhalten!
Trinke es, um einen mächtigen
Angriff auszuführen.";
"黄色い薬を手に入れた！
しばらくの間、魔物の攻撃が効かなくなる";"You got some yellow potion!
This will make you invulnerable for
a short amount of time!";"Vous avez obtenu
une potion jaune !

Elle vous rend momentanément
invulnérable aux attaques des
monstres.";"Du hast das gelbe Elixier erhalten!
Es macht dich kurzzeitig
unverwundbar.";
"スベスベ石を手に入れた！
ほおずりすると止まらないから注意";"You got the smooth gem! It's so
irresistibly smooth!";"Vous avez obtenu la
pierre toute douce !

Attention, si vous commencez
à la caresser, vous ne pourrez
plus vous arrêter.";"Du hast den Schmeichelstein
erhalten! Seine Berührung fühlt
sich verboten gut an.";
"力の紋章を手に入れた！
何だか強くなった気がする";"You got the Pendant of Power!
It makes you feel...well, powerful!";"Vous avez obtenu le
pendentif de la force !

Cet objet fort bien nommé
vous donne une incroyable
sensation de force.";"Du hast das Amulett der Kraft
erhalten! Du fühlst dich schon
viel kräftiger!";
"知恵の紋章を手に入れた！
見つめるだけで頭がさえてきそう";"You got the Pendant of Wisdom!
Keep your mind sharp!";"Vous avez obtenu le
pendentif de la sagesse !

Le simple fait de poser les yeux
sur cet objet fascinant affine
votre perception du monde.";"Du hast das Amulett der Weisheit
erhalten! Alles wird plötzlich
viel klarer!";
"ゼルダ姫のくれた
大事なおまもりは
何と勇気の紋章だった！";"What? You got the Pendant of
Courage? Good thing the
princess thought ahead!";"La précieuse amulette offerte par
la princesse Zelda était en fait
le pendentif du courage !";"Prinzessin Zeldas Talisman
war in Wirklichkeit das Amulett
des Mutes!";
"カンテラを手に入れた！
下画面を使ってセットしてみよう";"You got the lamp! Equip it
on the Touch Screen.";"Vous avez obtenu la lanterne !
Équipez-la depuis l'écran tactile.";"Du hast die Lampe erhalten!
Rüste sie auf dem unteren
Bildschirm aus.";
"スーパーカンテラを手に入れた！
明るさはそのままに攻撃力がUP！";"You got the super lamp! It's bright
as ever—and has more attack
power now!";"Vous avez obtenu
la super lanterne !

Elle éclaire autant que l'ancienne,
mais sa puissance d'attaque est
bien plus grande !";"Du hast die Mega-Lampe erhalten!
Gleich hell, aber ungleich stärker
gegen Monster!";
"忘れ物の剣を借りた！
兵士長さんにお届けするはずだった剣
で剣を振ることができる！";"You got a sword! Sort of, anyway.
The captain won't mind if you
borrow it. Swing it with .";"Vous avez emprunté l'épée
oubliée ! Vous étiez censé la
rendre au capitaine de la garde.
Appuyez sur  pour donner
un coup d'épée !";"Du benutzt leihweise das Schwert,
das du dem Hauptmann bringen
solltest. Schwinge es mit !";
"マスターソードを手に入れた！
勇者だけが手にすることのできる剣だ！
ハート満タンでビームが出る！";"You got the Master Sword—a 
blade for a true hero! It fires a 
beam when you're at full health.";"Vous avez obtenu l'épée de
légende ! Seul un véritable héros
peut manier cette arme.
Lorsque vous avez tous vos cœurs,
sa lame émet des rayons.";"Du hast das Master-Schwert
erhalten! Bei vollen Herzen sendet
es Strahlenattacken aus!";
"マスターソードがパワーアップ！
切れ味を確かめてみよう";"You've increased the power of
the Master Sword! You can really
feel the difference!";"L'épée de légende a
été améliorée !

Le tranchant de sa lame est
devenu plus redoutable encore.";"Das Master-Schwert wurde
verbessert! Die Schneide ist
jetzt noch schärfer.";
"マスターソードがパワーアップ！
勇者にふさわしい剣になった！";"The Master Sword is now at its
maximum strength! This is a true
hero's weapon!";"L'épée de légende
a été améliorée !

Cette ultime transformation fait
d'elle une arme réellement digne
d'un héros...";"Das Master-Schwert wurde
verbessert! Jetzt ist es eines
wahren Helden würdig!";
"ゾーラの水かきをもらった！
これで水に落ちても安心だ！
で速く泳いで、でもぐることもできる";"You got Zora's Flippers! Time to
jump in with both feet! Press  to
dive, and press  to swim faster!";"Vous avez obtenu les
palmes de zora !

Désormais, vous n'aurez plus
rien à craindre de l'eau !

Appuyez sur  pour nager plus
vite, ou sur  pour plonger.";"Du hast die Zora-Flossen erhalten!
: Schneller schwimmen
: Tauchen";
"ラヴィオから古ぼけた腕輪をもらった
何かの役に立つのだろうか……？

……少し不思議な香りがする";"You got Ravio's bracelet! Pretty
old, but a gift's a gift!";"Vous avez obtenu le vieux
bracelet de Lavio ! Qui sait,
il servira peut-être un jour...
Une étrange odeur en émane.";"Du hast Ravios Armreif erhalten.
Riecht seltsam...
Ob der für irgendetwas gut ist?";
"ベルをもらった！
鳴らせばいつでもアイリンに会える！";"You got the bell! Now you can
call Irene anytime!";"Vous avez obtenu la clochette !
Utilisez-la à tout moment pour
appeler Aëline !";"Du hast die Glocke erhalten!
Damit kannst du jederzeit
Irene rufen!";
"パワーグローブを手に入れた！
小さな岩を持ち上げることができるぞ！";"You got the Power Glove! Now you
can pick up small rocks!";"Vous avez obtenu les
gants de puissance !

Vous pouvez désormais soulever
les rochers de petite taille !";"Du hast den Krafthandschuh
erhalten! Damit kannst du kleine
Felsen aufheben!";
"ムシ獲りアミを手に入れた！
両手でにぎるとワクワクするぞ！";"You got the net! Now you can
catch bees—and more!";"Vous avez obtenu le
filet à papillons !

Que de belles parties de chasse
en perspective !";"Du hast den Kescher erhalten!
Was du damit wohl so
alles fangen wirst?";
"スーパームシ獲りアミを手に入れた！
攻撃力がなんと8倍になった！
でも……コレって武器なの？";"You got the super net! That's one
fierce piece of equipment!";"Vous avez obtenu le
super filet à papillons !

Il inflige désormais huit fois
plus de dommages ! Eh oui,
c'est aussi une arme.";"Du hast den Mega-Kescher
erhalten! Er ist achtmal so stark
wie zuvor! Moment mal...";
"パワフルグローブを手に入れた！
両手に力がみなぎる！
大きな岩も持ち上げられそうだ！";"You got the Titan's Mitt! Now
hoisting even large boulders will
be a snap!";"Vous avez obtenu les
moufles du titan !

Vous pouvez désormais soulever
d'énormes rochers !";"Du hast den Titanenhandschuh
erhalten! Jetzt kannst du auch
große Felsen stemmen!";
"迷子マイマイを見つけた！
マザーマイマイの所まで
連れて行ってあげよう";"You caught a lost Maiamai. Take it
to Mother Maiamai, won't you?";"Vous avez trouvé un
ti'gorneau perdu !
Ramenez-le vite à Big'ornette !";"Du hast ein verirrtes
Maimai gefunden.
Bringe es zu Mama Maimai.";
"最後の迷子マイマイを見つけた！
迷子で泣いている子はもういない！";"You caught a lost Maiamai. Whew!
No more crying Maiamais!";"Vous avez trouvé le dernier
ti'gorneau perdu ! Big'ornette va
enfin retrouver le sourire...";"Du hast das letzte verirrte
Maimai gefunden. Jetzt
fließen keine Tränen mehr!";
"ハチバッヂをもらった！
ハチの絵がかわいいバッヂ
これでハチも怖くない！";"You got the Bee Badge! 
Now those pesky bees won't 
pester you anymore!";"Vous avez obtenu le
badge des abeilles !

Il est décoré d'une adorable
petite abeille. Plus aucune raison
de les craindre, désormais !";"Du hast das Bienenabzeichen
erhalten! Ab jetzt sind Bienen
deine Freunde!";
"黄金のハチを手に入れた！
キラキラ光ってて、すごくキレイ
でも、やっぱりちょっと怖い！";"You got a golden bee!
It shines so bright and beautiful.
Still..."bee" careful!";"Vous avez obtenu
une abeille d'or !

Quel éclat ! Quelle beauté !
Mais elle fait quand
même un peu peur...";"Du hast eine goldene Biene
erhalten! Sie glitzert gar prächtig.
Sieht aber auch gefährlich aus!";
"ヒントメガネをもらった！
困った時は、照れずに使おう！";"You got the Hint Glasses!
Don't hesitate to use them
when you're in trouble!";"Vous avez obtenu les lunettes
occultes ! N'hésitez pas à les
utiliser en cas de difficulté.";"Du hast die Hinweisbrille erhalten!
Betrachte die Welt durch ihre Glä-
ser, wenn du nicht weiterkommst.";
"ドロンの実を手に入れた！
ダンジョンで迷ったら使ってみよう";"You got a Scoot Fruit!
Use it if you get lost in a dungeon.";"Vous avez obtenu un
fruit d'escampette !

Extrêmement pratique si vous
vous perdez dans un donjon.";"Du hast eine Fluchtfrucht erhalten!
Verwende sie, wenn du dich in
einem Verlies verlaufen hast.";
"ビリリの実を手に入れた！
魔物に囲まれたら使ってみよう";"You got a Foul Fruit!
Try using it if you get
surrounded by monsters.";"Vous avez obtenu un
fruit du tournis !

Recommandé lorsque vous êtes
encerclé par des ennemis.";"Du hast ein Knallobst erhalten!
Verwende es, wenn du von
Feinden umzingelt bist.";
"ハチを手に入れた！
近くで見ると顔が怖い！";"You got a bee!
Wow! Their faces look really scary
up close like this!";"Vous avez obtenu une abeille !
Elles sont vraiment effrayantes,
vues de près...";"Du hast eine Biene erhalten!
Aus der Nähe betrachtet sehen
sie furchterregend aus!";
"妖精を手に入れた！
倒れた時にハートを回復してくれる";"You got a fairy! If you fall in
battle, it will restore five of
your hearts automatically!";"Vous avez obtenu une fée !
Si vos forces vous abandonnent,
elle restaurera votre jauge vitale.";"Du hast eine Fee erhalten!
Wirst du besiegt, gibt sie dir
wieder etwas Lebensenergie.";
"魔物の尻尾を手に入れた！
ちょっとニオう……";"You got a monster tail!
Ugh, it's a bit smelly.";"Vous avez obtenu une queue
de monstre ! Elle ne sent pas
très bon...";"Du hast einen Monsterschweif
erhalten! Riecht überraschend
neutral.";
"魔物の肝を手に入れた！
すごく栄養がありそうだ";"You got some monster guts!
Eww, they're a handful!";"Vous avez obtenu un foie de
monstre ! C'est certainement
très nutritif.";"Du hast ein Monsterherz erhalten!
Es hat die Konsistenz von
Trockenfleisch.";
"魔物の角を手に入れた！
トゲトゲがチクチクする";"You got a monster horn!
Ouch. Watch that you don't hurt
yourself on that thing!";"Vous avez obtenu une corne de
monstre ! Attention aux doigts,
elle est couverte d'épines !";"Du hast ein Monsterhorn erhalten!
Es hat eine seltsame Form... und
ist definitiv nicht essbar!";
"忘れ物の剣を預かった！
大切なお届け物だ
急いで兵士長さんを追いかけよう！";"You got the captain's sword.
Now deliver it!";"On vous a confié l'épée oubliée !
Rattrapez vite le capitaine de
la garde pour la lui rendre !";"Du hast das vergessene Schwert
erhalten. Sei vorsichtig damit und
bringe es schnell zum Hauptmann.";
"おまもりを手に入れた！
まだ、ゼルダ姫のぬくもりが残っている";"You got a special charm from
Princess Zelda!";"Vous avez obtenu une amulette !
La pierre conserve encore la
chaleur de la princesse Zelda...";"Du hast den Talisman erhalten!
Die Wärme von Zeldas Haut ist
noch zu spüren.";
"青い服を手に入れた！
ダメージが半減するスゴイ服だ！";"You got the blue mail!
This mail cuts damage by half!";"Vous avez obtenu la
tunique bleue !

Cet habit extraordinaire réduit
les dommages reçus de moitié !";"Du hast das blaue Gewand
erhalten! Damit nimmst du nur
noch halb so viel Schaden!";
"赤い服を手に入れた！
ダメージがさらに半減する！
他では絶対に手に入らない";"You got the red mail!
Damage from enemies has been 
halved again!";"Vous avez obtenu la
tunique rouge !

Les dommages infligés par vos
ennemis sont à nouveau réduits
de moitié ! Du jamais vu !";"Du hast das rote Gewand erhalten!
Damit wird der erlittene Schaden
nochmals halbiert!";
"ハイリアの盾を手に入れた！
魔法攻撃も防御できるスグレモノ";"You got the Hylian Shield!
This can protect you against 
magical attacks.";"Vous avez obtenu le
bouclier d'Hylia !

Grâce à lui, vous serez protégé
contre les attaques magiques.";"Du hast den Hylia-Schild erhalten!
Er kann sogar magische Angriffe
abwehren.";
"マスターストーンを手に入れた！
親方に頼んでマスターソードを
鍛えてもらおう！";"You got some Master Ore!
The blacksmith can use it to 
improve the Master Sword!";"Vous avez obtenu un morceau
de roche de légende !

Apportez-le au forgeron pour qu'il
améliore l'épée de légende !";"Du hast Master-Erz erhalten!
Der Schmied kann damit das
Master-Schwert stärken!";
"マスターストーンを手に入れた！
親方に頼んでマスターソードを
鍛えてもらおう！";"You got some Master Ore!
The blacksmith can use it to 
improve the Master Sword!";"Vous avez obtenu un morceau
de roche de légende !

Apportez-le au forgeron pour qu'il
améliore l'épée de légende !";"Du hast Master-Erz erhalten!
Der Schmied kann damit das
Master-Schwert stärken!";
"マスターストーンを手に入れた！
親方に頼んでマスターソードを
鍛えてもらおう！";"You got some Master Ore!
The blacksmith can use it to 
improve the Master Sword!";"Vous avez obtenu un morceau
de roche de légende !

Apportez-le au forgeron pour qu'il
améliore l'épée de légende !";"Du hast Master-Erz erhalten!
Der Schmied kann damit das
Master-Schwert stärken!";
