Japanese;English;French;
"ギラヒムがめざす 終焉の者の復活を阻止する";"Prevent Ghirahim from realizing his plan to
resurrect Demise.";"Empêchez Ghirahim de ressusciter l'Avatar
du Néant.";
"過去の世界で ギラヒムを倒す";"Defeat Ghirahim in the world of the past.";"Combattez Ghirahim dans le monde du passé.";
"過去の世界で 復活した終焉の者を倒す";"Defeat the revived Demise in the world
of the past.";"Combattez l'Avatar du Néant dans le monde
du passé.";
"鳥乗りの儀";"Bird Riding";"Course d'oiseaux";
"天望の神殿";"Dungeon";"Donjon";
"魔族長 ギラヒム";"Boss Battle";"Combat contre un boss";
"役に立ちそうな物はなかった！";"There's nothing useful in here!";"Il n'y a rien d'intéressant là‐dedans !";
"他人のタンスを無断で
開けるものじゃない・・・";"You really shouldn't open other people's
cupboards without permission...";"Ça ne se fait pas de fouiller dans les
affaires des gens...";
"小さなカギを手に入れた！
カギのかかった扉を 開くためのカギ
ここでしか 使えない！";"You got a Small Key! 
This key will open a locked door. You can
only use it in this area.";"Vous avez obtenu une petite clé !
Elle vous permettra d'ouvrir une porte
verrouillée. Vous ne pouvez l'utiliser que
dans cette zone.";
"緑ルピーを手に入れた！
これ1つで 1ルピー
小さなことからコツコツと 集めよう！";"You got a Green Rupee! It's worth just
1 Rupee, so collect lots of them!";"Vous avez obtenu un rubis vert !
Sa valeur est de 1 rubis.
C'est le début de la fortune !";
"青ルピーを手に入れた！
これ1つで 5ルピー
ちょっとだけ ラッキー！";"You got a Blue Rupee! It's worth 5 Rupees.
Lucky find!";"Vous avez obtenu un rubis bleu !
Sa valeur est de 5 rubis.
Quelle chance !";
"青ルピーを見つけた！
これ1つで 5ルピー
サイフに入れて持っていこう！";"You got a Blue Rupee! It's worth 5 Rupees.
Better drop it in your wallet for now.";"Vous avez trouvé un rubis bleu !
Sa valeur est de 5 rubis. Placez‐le
soigneusement dans votre bourse !";
"赤ルピーを手に入れた！
これ1つで 20ルピー
何かいいことあるかも 超ラッキー！";"You got a Red Rupee! It's worth 20 Rupees.
Don't spend it all in one place!";"Vous avez obtenu un rubis rouge !
Sa valeur est de 20 rubis. N'allez pas
tout dépenser d'un coup, petit veinard !";
"トライフォースが完成した！
これで ゼルダの願い
「終焉の者の消滅」を 叶えられる！";"The Triforce is complete! With its power,
you have the ability to make Zelda's wish of
vanquishing Demise a reality.";"La Triforce est reconstituée !
Vous allez pouvoir exaucer le souhait
de Zelda et détruire l'Avatar du Néant.";
"ハートを手に入れた！
傷ついた体をいやす 命のみなもと
ハート1つ分 体力が回復する！";"You got a heart! This item's life-giving
energy restores one heart of life.";"Vous avez obtenu un cœur !
Chacun d'eux est un concentré d'énergie
régénératrice qui restaure votre jauge
de vie d'un cœur.";
"うち損じの矢を手に入れた！
弓につがえて 再びうち出せる
もったいないから 拾っていこう！";"You got an arrow! You can reuse it
with your own bow, so there's no reason to
let it go to waste.";"Vous avez obtenu une flèche perdue !
Vous pouvez la réutiliser avec votre arc.
Ce serait du gâchis de ne pas s'en servir !";
"矢10本を手に入れた！
弓につがえて うち出すことができる
数に限りがあるので 大事に使おう！";"You got 10 arrows! You can shoot these
with your bow. You have a limited supply,
so shoot carefully.";"Vous avez obtenu dix flèches !
Vous pourrez les tirer avec votre arc.
Leur nombre est limité, utilisez‐les
avec parcimonie !";
"練習用の剣を手に入れた！
学校の生徒が練習用に使う剣
そこそこの斬れ味は ありそうだ！
[Button 4]で 持ちものを
いつでも確認できる";"You got a Practice Sword! Students
at the Knight Academy practice with these.
It looks like it has a fairly sharp blade!

Press [Button 4] at any time to look at the items
you're carrying.";"Vous avez obtenu une épée
d'entraînement ! Elle est utilisée
lors des cours d'escrime à l'école de
chevalerie. Elle a un bon tranchant.
Appuyez sur [Button 4] à tout moment pour
consulter votre inventaire.";
"女神の剣を手に入れた！
神々しい光を帯びた神秘の剣";"You got the Goddess Sword!
This mysterious sword is bathed in
divine light.";"Vous avez obtenu l'épée divine !
Une lumière sacrée émane de cette
arme mystique.";
"女神の剣を手に入れた！
神々しい光を帯びた神秘の剣

これまでの 激しい戦いの記憶を宿していて
剣を天にかかげたときに 刃にみなぎる
スカイウォードの力が最強になっている！";"You got the Goddess Sword!
This mysterious sword is bathed in
divine light.

The memories of violent battles surge
within this sword when you raise it to
the sky. Your Skyward Strike is now
at maximum strength!";"Vous avez obtenu l'épée divine !
Une lumière sacrée émane de cette
arme mystique.

Elle a gardé le souvenir de vos combats
passés. Le pouvoir de l'éclat céleste qui
l'emplit lorsqu'elle est brandie vers le ciel
est à son maximum !";
"真のマスターソードを取り戻した！
ここまでの うっぷんを晴らすべく
バッサバッサと 斬りまくろう
これで ファイとも話ができる！";"You got the True Master Sword back!
Now you can cut right through your
troubles like before! You can also talk to
Fi again.";"Vous avez récupéré la vraie épée de
légende ! Vous allez enfin pouvoir laisser
éclater votre colère ! Gare à celui qui se
dressera sur votre route !
De plus, vous allez à nouveau pouvoir
parler avec Fay !";
"精神の器を手に入れた！
[Link]の心をあらわす
不思議な植物！";"You got the Spirit Vessel!
This mysterious plant represents your
spirit, [Link].";"Vous avez obtenu le réceptacle spirituel !
Cette fleur étonnante représente la
maturité de votre âme.";
"弓を手に入れた！
遠いところから 狙いうち！
攻撃力の高い 矢をうつことができる
狙っていて コントロールにズレを
感じたら [Button 17]を押して修正しよう";"You got the Bow! Now you can hit targets
at a very long range. Arrows also do a lot
more damage than Deku Seeds.

Press [Button 17] to center your aim anytime you
feel the aiming controls are out of
alignment.";"Vous avez obtenu l'arc !
Vous pouvez tirer sur des cibles distantes !
Vos flèches infligeront d'importants
dégâts.
Si lorsque vous tirez, vous avez du mal
à viser, recentrez le curseur en appuyant
sur [Button 17].";
"クローショットを手に入れた！
手に入れた者の 行動範囲が広がる
女神が残した 三種の神器の1つ
的やツタなどを狙って
鎖のついたカギヅメをうち出すと
刺さった場所に飛び移ることができる！
使っていて コントロールにズレを
感じたら [Button 17]を押して修正しよう";"You got the Clawshots! With this sacred
gift, you will be able to explore areas
that were previously unreachable!

Aim for special targets and vines, then fire
a claw on a chain that pulls you to the
place you have targeted!

Press [Button 17] to center your aim anytime you
feel the aiming controls are out of
alignment.";"Vous avez obtenu le grappin !
C'est une des reliques sacrées de la Déesse.
Il permet à celui qui le possède d'élargir
son champ d'action.
Visez les cibles ou le lierre, puis tirez pour
vous tracter à l'endroit où sa griffe s'est
accrochée.

Si lors de la visée votre grappin devient
difficile à contrôler, recentrez le curseur
en appuyant sur [Button 17].";
"クローショットを取り戻した！
これで 離れたところに飛び移ろう";"You got your Clawshots back!
Now you can reach faraway spots again.";"Vous avez récupéré votre grappin !
Vous pouvez à nouveau atteindre
des zones éloignées !";
"鳥の彫像を手に入れた！
鳥乗りの儀の 優勝者の証
ゼルダも 喜んでくれるに違いない！";"You got the Bird Statuette!
It proves your victory today.
Wait till Zelda sees this!";"Vous avez obtenu la statuette d'oiseau !
C'est la preuve que vous avez remporté
la chevauchée céleste. Zelda sera
sûrement ravie !";
"ありがたい像を手に入れた！
上の階にあった石像に よく似た
ありがたい気持ちになる木彫りの像";"You got the Blessed Idol!
This carved wooden statue looks like it's
supposed to inspire gratitude. It also looks
like the stone statue on the upper floor.";"Vous avez obtenu la statuette sereine !
Cette sculpture en bois inspire la
plénitude. Elle ressemble à la statue
de pierre de l'étage supérieur.";
"謎の結晶を手に入れた！
ところどころ欠けている
鈍い輝きの 四角い結晶の集合体";"You got the Mysterious Crystals!
This mass is made up of faintly glowing
square crystals. Several are missing.";"Vous avez obtenu le cristal étrange !
Les cubes qui le composent brillent d'un
éclat discret. Il en manque quelques‐uns.";
"イカした像を手に入れた！
ぶつぶつの吸盤がたまらない
なんともイカした形の像";"You got the Squid Carving!
It's a squid-shaped statue studded with
intriguing suction cups.";"Vous avez obtenu la statuette tentaculaire !
Cette statuette à la forme peu commune
est recouverte d'inquiétantes ventouses...";
"カギのカケラを手に入れた！
封印された神殿を 開くカギのパーツ

5つ集めると カギが完成する
残りの4つのパーツも集めよう！";"You got the first piece of the key! 
Find all five pieces to complete the key
that opens the door leading into the
temple. Find the other four pieces!";"Vous avez obtenu un fragment de clé !
C'est une partie de la clé qui ouvre
la porte du temple.

Il vous faut cinq fragments pour la
reconstituer. Dénichez les quatre
fragments restants !";
"カギのカケラを手に入れた！
封印された神殿を 開くカギのパーツ
あと3つで カギが完成する！";"You got the second piece of the key!
Collect all five pieces to complete the key
that opens the temple door. Now you
have to find the other three pieces!";"Vous avez obtenu un fragment de clé !
C'est une partie de la clé qui ouvre
la porte du temple. Il vous manque
trois fragments pour reconstituer la clé !";
"カギのカケラを手に入れた！
封印された神殿を 開くカギのパーツ
あと2つで カギが完成する！";"You got the third piece of the key!
Collect all five pieces to complete the key
that opens the temple door. Now go find
the other two pieces!";"Vous avez obtenu un fragment de clé !
C'est une partie de la clé qui ouvre
la porte du temple. Il vous manque
deux fragments pour reconstituer la clé !";
"カギのカケラを手に入れた！
封印された神殿を 開くカギのパーツ
あと1つで カギが完成する！";"You got the fourth piece of the key!
Collect all five pieces to complete the key
that opens the temple door. Find that
last piece!";"Vous avez obtenu un fragment de clé !
C'est une partie de la clé qui ouvre
la porte du temple. Il vous manque
un fragment pour reconstituer la clé !";
"カギのカケラが全部そろった！
これで神殿の扉を 開くことができる

いそいで 山頂に戻って
神殿の奥に 連れ去られた
ゼルダを捜しに行こう！";"You got the last piece of the key!
Now you can open the temple door.


Hurry back to the summit and open the
door to the temple so you can continue
your search for Zelda, who has been
taken into the depths of the temple!";"Vous avez rassemblé tous les fragments de
clé ! Vous pouvez désormais ouvrir la porte
du temple.

Retournez vite au sommet de la montagne
pour retrouver Zelda qui a été emmenée
dans le temple !";
