Japanese;English;French;
"　　永田 権太
　　久田 華子
　　内田 早苗
　　早川 毅
　　山口 敦
　　鈴木 太智
　　松井 紘一
　　小滝 由佳

　　柏倉 一輝

　　桂 直人
　　上山 華奈
　　福田 收真

　　石井 浩一

　　中郷 俊彦

　　門井 元

　　株式会社グレッゾ
　　SRD Co., Ltd.
　　1-UP Studio Inc.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ";" Kenta Nagata
 Hanako Hisada
 Sanae Uchida
 Takeshi Hayakawa
 Atsushi Yamaguchi
 Taichi Suzuki
 Hirokazu Matsui 
 Yuka Kotaki 

 Kazuki Kashiwakura

 Naoto Katsura
 Kana Ueyama
 Kazumasa Fukuda

 Koichi Ishii

 Toshihiko Nakago

 Gen Kadoi

 GREZZO Co., Ltd.
 SRD Co., Ltd.
 1-UP Studio Inc.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ";" Kenta Nagata
 Hanako Hisada
 Sanae Uchida
 Takeshi Hayakawa
 Atsushi Yamaguchi
 Taichi Suzuki
 Hirokazu Matsui 
 Yuka Kotaki 

 Kazuki Kashiwakura

 Naoto Katsura
 Kana Ueyama
 Kazumasa Fukuda

 Koichi Ishii

 Toshihiko Nakago 　

 Gen Kadoi

 GREZZO Co., Ltd.
 SRD Co., Ltd.
 1-UP Studio Inc.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ";
"PRODUCER";"PRODUCER";"PRODUCER";
"　　青沼 英二
 
 ";" Eiji Aonuma
 
 ";" Eiji Aonuma
 
 ";
"GENERAL PRODUCER";"GENERAL PRODUCER";"GENERAL PRODUCER";
"　　宮本 茂
 
 ";" Shigeru Miyamoto
 
 ";" Shigeru Miyamoto
 
 ";
"EXECUTIVE PRODUCER";"EXECUTIVE PRODUCER";"EXECUTIVE PRODUCER";
"　　岩田 聡
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ";" Satoru Iwata
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ";" Satoru Iwata
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ";
"伝説の勇者";"The Hero of Legend";"Héros de la légende";
"　　[InsertMark] ";" [InsertMark] ";" [InsertMark] ";
"Nintendo is the author of this software for
the purpose of copyright. All rights reserved.
©2015 Nintendo.";"Nintendo is the author of this software for
the purpose of copyright. All rights reserved.
©2015 Nintendo.";"Nintendo is the author of this software for
the purpose of copyright. All rights reserved.
©2015 Nintendo.";
"Nintendo est l'auteur de ce logiciel au regard
du droit d'auteur. Tous droits réservés.
©2015 Nintendo";"Nintendo est l'auteur de ce logiciel au regard
du droit d'auteur. Tous droits réservés.
©2015 Nintendo";"Nintendo est l'auteur de ce logiciel au regard
du droit d'auteur. Tous droits réservés.
©2015 Nintendo";
"       　    チームが解散されました";"
      The team has been disbanded.";"
          L'équipe s'est séparée.";
"         　     通信が切断されました
　 　を押してゲームを終了してください";"       You have been disconnected.
         Press  to quit the game.";" La communication a été interrompue.
   Appuyez sur  pour quitter le jeu.";
"              親機に接続しています…";"
             Connecting to host...";"
            Connexion à l'hôte...";
"        　     メンバーが抜けました";"
               A member has left.";"
     Un membre du groupe est parti.";
"[InsertMark]と
次から出会わないように仮登録中です
2度と出会わないように
正式登録しますか?";"[InsertMark] was provisionally
blacklisted so that you wouldn't
meet them again.
Would you like to blacklist this player
permanently?";"Vous avez ajouté provisoirement
l'utilisateur « [InsertMark] »
à la liste des utilisateurs bloqués.
Voulez-vous l'enregistrer sur la liste
de manière permanente ?";
"はい";"Yes";"Oui";
"いいえ";"No";"Non";
"[InsertMark]と
出会わないように登録中です";"Blacklisting [InsertMark] so that
you will not meet them again...";"Enregistrement de l'utilisateur
« [InsertMark] »
sur la liste des utilisateurs bloqués...";
"[InsertMark]と
出会わないように正式登録しました";"[InsertMark] has been
permanently blacklisted.";"L'utilisateur « [InsertMark] »
a été enregistré sur la liste
des utilisateurs bloqués.";
"[InsertMark]と出会わないようにする
仮登録を取り消しました";"[InsertMark] has been removed from
the provisional blacklist, so you may
meet them again.";"L'utilisateur « [InsertMark] »,
que vous aviez provisoirement bloqué,
a été retiré de la liste.";
"[InsertMark]と出会わないようにする
登録に失敗しました";"Failed to blacklist [InsertMark].";"L'enregistrement de l'utilisateur
« [InsertMark] » sur la
liste des utilisateurs bloqués a échoué.";
"                    セーブ中です…
              電源を切らないでください";"                      Saving...
         Do not turn the power off.";"                  Sauvegarde...
        N'éteignez pas la console.";
"               セーブが終了しました";"
              Saved successfully.";"              Partie sauvegardée.";
"ニンテンドーeショップに接続して
このゲームの情報を見ますか?";"Go to the Nintendo eShop page
for this game?";"Accéder à la page de ce logiciel
dans le Nintendo eShop ?";
"はい";"Go to eShop";"Oui";
"いいえ";"Never mind";"Non";
"を押してゲームを終了してください";"Please press HOME to quit the game.";"Appuyez sur HOME
pour quitter le jeu.";
"通信が切断されました
ゲームを終了します";"You have been disconnected.
The game will end.";"La communication a été interrompue.
Vous allez quitter le jeu.";
"いつの間に通信を利用して
このソフトからのお知らせ
（広告／宣伝を含む）を受信しますか?";"Would you like to receive
notifications from Nintendo via
SpotPass about this game? (May
include advertising and promotions.)";"Recevoir des notifications de
Nintendo à propos de ce logiciel
via SpotPass (contenu publicitaire
et promotionnel compris) ?";
"いいえ";"Don't receive";"Non";
"はい";"Receive";"Oui";
"いつの間に通信をやめますか?
このソフトからのお知らせ
（広告／宣伝を含む）
を受信できなくなります";"Would you like to disable SpotPass
for this game? You will no longer
receive notifications (including
advertising and promotions).";"Désactiver SpotPass pour ce
logiciel ? Vous ne recevrez plus
de notifications (contenu publicitaire
et promotionnel compris) à son sujet.";
"いいえ";"Don't disable";"Non";
"はい";"Disable";"Oui";
"このソフトのプレイ情報を
任天堂に送信してもよろしいですか?
送信された情報は
利用規約に基づき取扱います";"You may choose to share
information about your gameplay
with Nintendo in order to help us
develop future products and
services. Would you like to share
your gameplay information with
Nintendo?";"Vous pouvez partager avec Nintendo
des informations relatives à votre
utilisation de ce logiciel afin de nous
aider à développer de futurs produits
et services. Voulez-vous partager
ces informations avec Nintendo ?";
"いいえ";"No";"Non";
"はい";"Yes";"Oui";
"プレイ情報の送信をやめますか?";"Stop sharing gameplay data?";"Arrêter de partager des
informations relatives à votre
utilisation de ce logiciel ?";
"いいえ";"Keep sharing";"Non";
"はい";"Stop sharing";"Oui";
"設定を変更中です
しばらくお待ちください";"Changing settings...
Please wait.";"Modification des paramètres...
Veuillez patienter.";
"設定を変更しました";"The settings have been changed.";"Les paramètres ont été modifiés.";
"セーブデータを全て削除します
よろしいですか?";"Are you sure you want to delete
all save data?";"Voulez-vous vraiment effacer toutes
les données de sauvegarde ?";
"削除する";"Delete";"Effacer";
"キャンセル";"Cancel";"Annuler";
"削除したデータは元に戻せません
本当によろしいですか?";"Deleted data cannot be restored.
Are you really sure?";"Les données effacées ne peuvent
pas être récupérées. Voulez-vous
vraiment les effacer ?";
"キャンセル";"Cancel";"Annuler";
"削除する";"Delete";"Effacer";
"削除しています…";"Deleting save data...";"Effacement des données de
sauvegarde...";
"削除しました";"Data has been deleted.";"Les données ont été effacées.";
"最新の利用規約に同意しないと
いつの間に通信を利用できません
同意しますか?";"You must accept the terms of the
latest Nintendo 3DS Service User
Agreement and Privacy Policy in
order to use SpotPass.";"Pour utiliser SpotPass, vous devez
accepter les termes de la version la
plus récente du contrat d'utilisation
des services Nintendo 3DS et de la
politique de confidentialité.";
"はい";"Accept";"J'accepte";
"いいえ";"Decline";"Je refuse";
"追加データがないため
いつの間に通信を利用できません";"SpotPass cannot be used because
there is no extra data.";"Aucunes données additionnelles.
SpotPass ne peut pas être utilisé.";
"はい";"OK";"OK";
"追加データがないため
プレイ情報を送信できません";"Gameplay data cannot be shared
because there is no extra data.";"Aucunes données additionnelles.
Impossible de partager des
informations relatives à votre
utilisation de ce logiciel.";
"はい";"OK";"OK";
"セーブデータが壊れていたので
作り直しました";"Your save data was corrupted.
New save data has been created.";"Les données de sauvegarde étaient
corrompues. De nouvelles données
de sauvegarde ont été créées.";
"はい";"OK";"OK";
"「いつの間に通信」や「プレイ情報の送信」の
設定を変更したい場合は、タイトル画面の
「設定」からいつでも変更できます";"You can change the "SpotPass" and
"Share gameplay data" options at any
time in "Settings" on the title screen.";"Vous pouvez modifier les options
SpotPass et Partage d'informations
à tout moment via les paramètres
accessibles depuis l'écran titre.";
"はい";"OK";"OK";
"どの本を読みますか?";"Which one do you want to read?
";"Que voulez-vous lire ?";
"カメラマン募集";"Calling Camera-folk!";"Petite annonce";
"ミーバース";"All About Miiverse";"Tout sur Miiverse";
"魔境巡り -8-";"Volume 8 of a diary";"Journal, tome 8";
"やめる";"Nothing";"Rien";
"3人の勇者が集いし時 トライフォースの扉開き
王国の災い 振り払わん
その勇者
3つの印を持ちにけり
友の声をあまさず拾う
天をあおぎし トンガリ耳
命綱となり友を助ける
強靭な 聖なるもみあげ
友との確かな友情を表す
寸分の狂いない 九一の御髪
3人の絆 非常に深し
語らずとも心通ずる
いかなる時も 担ぎ担がれトーテムし
困難を切り抜け 道を開かん
ゆえにトーテム勇者と呼ばるる";"The Legend of the Totem Heroes


At a time of great peril, three heroes
will band, braving realms 'yond the
Triforce to save this great land.
Accept no half-measures! Each one is
a gem! By the following three signs
shall you know them...
To hear their comrades, wherever they
tread, a pointy ear on either side of
their head.
To save friends from peril, to give
them a hand - powerful sideburns,
holiest in the land.
To stay friends forever, on each
passing day, perfect side-parted hair
with not a hair gone astray!
The bonds between them, they run
very deep! They can understand each
other without saying a peep.
When evil looms close, they'll take up
the fight, holding each other aloft to
bring back the light!
All hail Totem Heroes! Their legend
lives on! They'll save our Hytopia with
brains and with brawn!";"Trois galants héros réunis
Par la Triforce. Point ne fuient devant
l'ennemi, Toujours s'efforcent.
Tous trois seront reconnaissables,
Chacun portant, De ces trois signes
remarquables, Les ornements...
Pour entendre leurs compagnons,
À chaque instant, L'oreille au cœur
de l'action Toujours pointant.
Comme symbole d'assistance,
Durant leur quête, Fier atout de
la providence, Des rouflaquettes.
Et pour marquer leur amitié,
Dans cette épreuve, Surplombera
leur doux faciès, Une raie neuve.
Ils seront unis par des liens Si
forts et bons, Que de mots sans
avoir besoin, Se comprendront.
Aux sombres heures d'adversité,
Face aux problèmes, Feront avec
agilité, Un fier totem.
Ils sont de la plus belle étoffe, Et leur
nom même, Résonne dans le cœur
d'Estoffe, Héros totem !";
"                  『魔境巡り -7-』

ここは 砂が牙むき
屍達が立ちはだかる死の大地
立ち止まる者を
死の世界に誘い込む…
一刻も早く 駆け抜けたい!
僕は一心不乱にを押していた
疲れ果て 身体中が乾き
気を失いそうになった時
勇者様が目の前に現れ 僕を導いてくれた
まるで絵に描いたかのような神々しいお姿で…
あれは夢だったのか…
それとも…";"Diary from the Drablands, Vol. 7


The sand cut like a million little fangs.
The way to this land of death was
strewn with corpses.
They welcomed me to join them.


I had to push through. There was
no time to spare! I pressed  with
all my might...
As I felt what little strength remained
drain from my body along with the
moisture, and was about to succumb...
A hero emerged before my eyes and
led me to safety! He was a perfect
picture of sublime chivalry!
Was it but a dream...?
Or was it...something else?";"　 « Périple en contrées maudites »
	　　　　Tome 7

Le sable ronge ces terres mortifères
comme une armée de petits crocs.

Des squelettes restés debout semblent
m'inviter à les rejoindre.

Je ne songe qu'à une chose : fuir,
fuir au plus vite ! J'appuie sur  avec
toute mon âme...
Je sens mes forces me quitter,
ma gorge se sécher, je vais perdre
conscience...
Un héros au noble dessein apparaît
alors devant moi et me montre la voie.

Était-ce un rêve ? Ou bien alors...";
"                   『魔境巡り -8-』

見渡す限りの美しい青空
ここは魔境の最果て地…
そして僕も時間切れ…
ここまできたのに残念だ…
しかし…
それでよかったのかもしれない…
美しい青空とは裏腹に
強い風が侵入者の行く手を阻む魔の聖地
僕が足を踏み入れることは
そもそも許されなかっただろう…
このエリアのスポットは きっと誰かが
写真に収めてくれると信じ…僕は帰ろう
ライターの夢は
あきらめることになるが
僕は今回の旅の教訓を
ここにくるであろう者達に伝えよう
心得として…
　　　　　　　　　　　　おかっぱメガネ";"Diary from the Drablands, Vol. 8


Clear blue skies, stretching as far as
the eye can see... These were the
farthest reaches of the Drablands.
But I was out of time, too.
Coming this far, only to...

But...
Perhaps it was for the best...

For it was a land whose beauty was
matched only by the fierceness of the
winds defending it, an unholy site...
I had not a hope of being admitted.


But I knew, someone would one day
come and vindicate my efforts by
taking a picture... Me, I would return.
I may have to hang up this dream of
mine, of one day being a writer.

But the journey will not have been 
for naught. I shall pass my experience
on to those who come after.
May it serve as a lesson.

		Bob-cut Four-eyes";"　 « Périple en contrées maudites »
	　　　　Tome 8

Le ciel bleu à perte de vue.
Me voici rendu aux extrêmes limites
des contrées maudites...
Et voilà que le temps me manque...
Tous ces efforts pour rien...

Enfin... Peut-être cela vaut-il mieux,
finalement.

À l'azur éclatant du ciel répond un
vent puissant qui semble protéger ces
terres saintement maudites... 
Je suis indésirable ici...


Ayant formé la certitude que quelqu'un
d'autre viendra un jour photographier
l'endroit, je décide de rentrer.
Je dois peut-être abandonner
mes velléités d'écrivain...

... mais je n'ai pas fait ce voyage en
vain, je transmettrai ce que j'ai appris
à ceux qui viendront après moi.
Pour qu'ils sachent à quoi s'en tenir...

	    Binocles au bol";
"スクープを撮影し ミーバースに投稿してくれる
スクープカメラマン大募集!
街かどでスクープを見つけたらすぐに!
魔境でスクープを見つけたらすぐに!
で撮影した写真は
そのままミーバースに投稿可能!
魔境の写真はミーバース写真館から
投稿が可能だ!
君のスクープで
ミーバースを埋め尽くそう!";"Urgently looking for photographers!
Candidates expected to snap latest
stories and post them to Miiverse.
See a story in town? Snap with !
See one in the Drablands? Snap
with !
You can post pictures taken with 
directly to Miiverse!

To post snaps from the Drablands,
visit the Miiverse Photo Gallery.

Let's flood Miiverse with our stories!";"Nous recherchons des photographes !
Mission : prendre des photos et les
publier sur Miiverse.
Vous tenez un scoop ? Prenez une
photo en appuyant sur  en ville et
sur  dans les contrées maudites !
Les photos prises avec  peuvent
être publiées directement sur
Miiverse !
Pour publier vos photos des contrées
maudites, rendez-vous dans la galerie
Miiverse.
Tous à vos appareils !
Noyez Miiverse sous vos photos !";
"ミーバースとはアナタと世界中をつなぐ
コミュニケーションツール!
同じ世界を共有した者だからこそ
分かり合える気持ちや
自分が発見した小さな驚きを
みんなに伝える場所です!";"Miiverse is a powerful communication
tool that connects you with the rest
of the world!
After all, who can understand you
better than those who have travelled
the same world as you?
It's a great way to share your sense of
discovery with everyone!";"Miiverse est un moyen de
communication qui vous
connecte au monde entier !
Vous sillonnez le même univers que
les autres utilisateurs... vous êtes
faits pour vous comprendre !
Plus une minute à perdre !
Allez partager vos découvertes
avec le monde entier !";
