Japanese;English;French;
"[Tag Color  val={62CFFFFF} ]ミチ トザサレシ ヘヤノ トビラ
シカクノ ブロックヲ ウゴカスベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]If there is a door that you can't open,
move a square block.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Si une porte reste fermée devant toi, un bloc
tu déplaceras.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ミチヲ フサグ トビデタル ユカ
ヒカル クリスタルヲ タタケ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Part of the floor is raised. Tap the
shining crystal.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Si le sol élevé t'empêche de progresser,
frappe le cristal scintillant.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ユカノ モヨウヲ １ツニ スレバ
アラタナ ミチガ ヒラカレル……[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Make every block design the same.
A new path will open.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Quand le motif au sol sera unifié,
un nouveau chemin s'ouvrira.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]サイショ オオミミノマモノ……
サイゴ ドクロナイト……[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]First, defeat the imprisoned Pols Voice.
Last, the skeletal Stalfos...[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]La créature aux grandes oreilles en premier...
et le chevalier crâne en dernier...[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]サイショ オオミミノマモノ……
サイゴ ドクロナイト……[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]First, defeat the imprisoned Pols Voice.
Last, the skeletal Stalfos...[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]La créature aux grandes oreilles en premier...
et le chevalier crâne en dernier...[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]トオイ トコロ……
オソレズ ハシリ トブベシ……[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Far away... Do not fear—dash and fly![Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Loin devant toi... Ne crains rien.
Fonce et vole ![Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]アヤシキ カベヲ ケンデ ツツケ
オトノ チガイニ キヲツケルベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Poke suspicious parts of the wall with your
sword and listen to the sounds it makes.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Plante ta lame dans les murs suspects
et prête attention aux sons qu'elle émet.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]カタキ カラヲモツ クロキマモノ
ウチガワヨリ コウゲキ クワエヨ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]To defeat the black monsters with the hard
shell, feed them something explosive.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Pour vaincre les monstres noirs au cuir
impénétrable, fais-leur avaler ce qui les
blessera de l'intérieur.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ヒカルユカ ソノ ウゴキシルモノ
カナラズ ミチビカレル……[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]The glint of the tile will be your guide...[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]La lueur des dalles sera ton guide...[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ケンデ タオセヌ ガイコツケンシ
クズレタ トコロヲ バクハスベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]If you can't destroy a skeleton with your
sword, try using a bomb.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Le squelette épéiste ne peut être vaincu à la
seule lame de ton épée. Il te faudra le faire
exploser quand il se sera effondré.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]４ツノ ロウソクガ マジワルトコロ
フカク モグルベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Dive under where torchlight beams
do cross...[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Plonge là où se croisent les lumières
des flambeaux...[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]チズニ ウカブ カオ リョウノ
メニ カベワリテ ハイルベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Enter the space where the eyes have walls...[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Brise les murs pour entrer dans les yeux
du masque ![Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ミチヲ フサグ クリスタルノユカ
ウエニ ノリテ サキ ススムベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Hop on top of the crystals to move forward.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Pour avancer, il te faudra monter sur le sol
aux cristaux qui barre le chemin.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ツボニ カコマレシ タカラバコ
ショウゲキヲ アタエ アケルベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]To open a treasure chest, use the pots
around it.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Le coffre entouré de pots s'ouvrira
quand il subira un choc.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]４ホンノ ハシラ タオレルトキ
ナゾ トケリ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]The riddle is solved when the pillars fall![Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]L'énigme sera résolue quand les quatre
piliers se seront effondrés.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]タカキ ダイノウエノ タカラバコ
サラナル タカサヨリ オチルベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Jump off the floor above to reach the chest
on the table.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Pour atteindre le coffre surélevé, il te faudra
tomber de plus haut encore.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]サキニ ススメヌ サクノ ムコウ
ソノテニ モツモノ ナゲコムベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]If you can't go over the poles, try throwing
things you have in your hands.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Jette ce que tu as en mains par-dessus
la barrière qui te bloque le passage.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]ミチツクル イワ[Tag Color  val={EDEDEDFF} ] [HidIcon] [Tag Color  val={62CFFFFF} ]ニテ[Tag Color  val={EDEDEDFF} ]
[Tag Color  val={62CFFFFF} ]アヤツリ ユカ スベテウメルベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Fill all the holes with the rock that rolls.
This ([HidIcon]) is the key![Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Guide avec [HidIcon] la pierre qui crée le chemin
et comble tous les trous.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]カギヲ マモリシ ２ヒキノマモノ
ソトヨリタカキニ マワリコムベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]To defeat the monsters who hold the key,
attack them from a higher place.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Pour affronter les deux monstres qui gardent
la clé, prends de la hauteur en passant par
l'extérieur.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]アヤシキ ヒトツメノ セキゾウ
ソノメヲ ヤ ニテ イヌクベシ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]If the statue looks strange, shoot it with
the bow.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]D'une flèche, transperce l'œil de l'étrange
statue qui n'en a qu'un.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Color  val={62CFFFFF} ]イロ ツキシ トコロ タタクベシ
スベテ シカク ニテ ナゾ トケリ[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Try if you dare: make every tile square.[Tag Color  val={EDEDEDFF} ][KeyWait]";"[Tag Color  val={62CFFFFF} ]Pour résoudre l'énigme, frappe les objets
colorés jusqu'à ce qu'ils arborent tous un
carré.[Tag Color  val={EDEDEDFF} ][KeyWait]";
"[Tag Ruby  val={03000600E381BFE381A1} ]道に[Tag Ruby  val={03000300E3819D} ]沿って [Tag Ruby  val={03000900E381BFE381AAE381BF} ]南に [Tag Ruby  val={03000600E38182E3828B} ]歩けば
アナタが [Tag Ruby  val={03000600E381AAE3818C} ]流れ[Tag Ruby  val={03000300E381A4} ]着いた [Tag Color  val={0095EFFF} ][Tag Ruby  val={06000900E381AFE381BEE381B9} ]浜辺[Tag Color  val={EDEDEDFF} ]よ[KeyWait]
ただ アナタが [Tag Ruby  val={03000600E38197E381BE} ]島に[Tag Ruby  val={03000300E3818D} ]来てから かいぶつたちが
この[Tag Ruby  val={03000600E38182E3819F} ]辺りにも ウロウロするようになったの[KeyWait]
[Tag Ruby  val={03000300E3818D} ]気をつけて[Tag Ruby  val={03000300E38184} ]行ってね[KeyWait]";"Follow the lane south to reach the [Tag Color  val={0095EFFF} ]beach[Tag Color  val={EDEDEDFF} ]
where I found you.[KeyWait][Tag PageBreak  ]Since you washed ashore, lots of nasty
monsters have been in the area, so be
careful, OK?[KeyWait]";"Suis le chemin vers le sud, et tu arriveras sur
la [Tag Color  val={0095EFFF} ]plage[Tag Color  val={EDEDEDFF} ] où je t'ai trouvé.[KeyWait][Tag PageBreak  ]Mais sois prudent... Depuis que tu as échoué
ici, des monstres terribles rôdent.[KeyWait]";
"[Se]やっぱり わたしは [Tag Ruby  val={03000600E38186E3819F} ]歌が[Tag Ruby  val={03000300E38199} ]好き！
[PlayerName]は なにがすき？[KeyWait]";"[Se]I just love to sing—what can I say? What do
you like to do, [PlayerName]?[KeyWait]";"[Se]Il y a pas à dire, j'adore chanter !
Et toi, [PlayerName], qu'est-ce que
tu aimes ?[KeyWait]";
"[Lump][Tag Ruby  val={06000900E381AFE381BEE381B9} ]浜辺に[Tag Ruby  val={03000300E38184} ]行ってます
          マリン [Emoji]";"[Lump]At the beach...
-Marin [Emoji]";"[Lump]Je suis à la plage.
	                                     Marine [Emoji]";
"[Se]あっ [PlayerName]。
わたしね よく この[Tag Ruby  val={03000600E38280E38289} ]村にも [Tag Ruby  val={03000600E38186E3819F} ]歌いに[Tag Ruby  val={03000300E3818D} ]来てるの！[KeyWait]
みんな [Tag Color  val={D9456DFF} ]「かぜのさかな」[Tag Color  val={EDEDEDFF} ]の[Tag Ruby  val={03000600E38186E3819F} ]歌が
[Tag Ruby  val={06000C00E38184E381A1E381B0E38293} ]一番の お[Tag Ruby  val={03000300E3818D} ]気に[Tag Ruby  val={03000300E38184} ]入りみたいね[KeyWait]
[PlayerName]は なにがすきかしら？[KeyWait]";"[Se]Oh, [PlayerName]. I often come to
this village to sing too![KeyWait][Tag PageBreak  ]It seems that just about everyone loves my
[Tag Color  val={D9456DFF} ]Ballad of the Wind Fish[Tag Color  val={EDEDEDFF} ]![KeyWait][Tag PageBreak  ][PlayerName], what is your favorite
song?[KeyWait]";"[Se]Tiens, [PlayerName] !
Je viens souvent chanter dans ce village.[KeyWait][Tag PageBreak  ]Tout le monde adore ma [Tag Color  val={D9456DFF} ]Ballade du
Poisson-Rêve[Tag Color  val={EDEDEDFF} ].[KeyWait][Tag PageBreak  ]Et toi, qu'est-ce que tu aimes,
[PlayerName] ?[KeyWait]";
"[Se][Tag Color  val={D9456DFF} ]かぜのさかなの[Tag Ruby  val={03000600E38186E3819F} ]歌[Tag Color  val={EDEDEDFF} ]
ぜったい わすれないでね！[KeyWait]";"[Se]Please, don't ever forget this song...[KeyWait]";"[Se]N'oublie jamais ma [Tag Color  val={D9456DFF} ]ballade[Tag Color  val={EDEDEDFF} ] ![KeyWait]";
"それから わたしのことも……[KeyWait]";"Or me...[KeyWait]";"Ni moi...[KeyWait]";
"[Se][Tag Color  val={D9456DFF} ]かぜのさかなの[Tag Ruby  val={03000600E38186E3819F} ]歌[Tag Color  val={EDEDEDFF} ]は
[Tag Ruby  val={06000600E38281E38196} ]目覚めの [Tag Ruby  val={03000600E38186E3819F} ]歌なんだって[KeyWait]
もし カミサマが [Tag Ruby  val={03000300E3818A} ]起きたら……
わたしの[Tag Ruby  val={03000600E381ADE3818C} ]願い [Tag Ruby  val={03000300E3818D} ]聞いてくれるかな[KeyWait]";"[Se]They say the [Tag Color  val={D9456DFF} ]Ballad of the Wind Fish[Tag Color  val={EDEDEDFF} ] is a
song of awakening.[KeyWait][Tag PageBreak  ]I wonder, if the Wind Fish wakes up, will
he make my wish come true?[KeyWait]";"[Se]On dit que la [Tag Color  val={D9456DFF} ]Ballade du Poisson-Rêve[Tag Color  val={EDEDEDFF} ] est
une chanson d'éveil.[KeyWait][Tag PageBreak  ]Si le Poisson-Rêve se réveille, exaucera-t-il
mon vœu ?[KeyWait]";
"[Se]ちょーっと [Tag Ruby  val={03000300E381BE} ]待ったあ！
こっちさ [Tag Ruby  val={03000300E3818F} ]来るだよ[KeyWait]";"[Se]Whoa, boy! Where ya off to in such a hurry?
Set a spell—I got somethin' ta tell ya![KeyWait]";"[Se]Hé mon gars, attends un peu !
J'ai que'qu' chose à te dire ![KeyWait]";
"[Se]そうそう [Tag Ruby  val={06000900E381AFE381BEE381B9} ]浜辺には [Tag Ruby  val={03000600E381BBE3818B} ]他にも
[Tag Ruby  val={03000300E38186} ]打ち[Tag Ruby  val={03000300E38182} ]上げられたモノが あっただよ[KeyWait]
もし [Tag Ruby  val={03000600E38195E3818C} ]探しに [Tag Ruby  val={03000300E38184} ]行くなら
かいぶつに [Tag Ruby  val={03000300E3818D} ]気をつけるだよ[KeyWait]
[PlayerName]が [Tag Ruby  val={03000600E38197E381BE} ]島に[Tag Ruby  val={03000300E3818D} ]来てから
ウロつくように なっただ[KeyWait]";"[Se]Oh, yeah... Some other stuff like this washed
up on the beach... [KeyWait][Tag PageBreak  ]If'n you go look, watch out for monsters![KeyWait][Tag PageBreak  ]Ever since you showed up,
[PlayerName], I've seen 'em
all over the place![KeyWait]";"[Se]Au fait ! Y a un autre bidule qui est resté
sur la plage.[KeyWait][Tag PageBreak  ]Si tu y vas, fais attention aux monstres ![KeyWait][Tag PageBreak  ]Car depuis que t'es ici, des monstres,
y en a partout, [PlayerName] ![KeyWait]";
"[Se]おらは もう[Tag Ruby  val={03000600E38199E38193} ]少し [Tag Ruby  val={03000600E38284E38199} ]休んでから
うちへ [Tag Ruby  val={03000600E3818BE38188} ]帰ることにするだ[KeyWait]";"[Se]I'm all tucker'd out... I think I better set a
spell before I head home...[KeyWait]";"[Se]Oh là là ! J'me sens tout drôle !
J'vais m'reposer avant d'rentrer.[KeyWait]";
"[Se]ウーン…… おら つかれただ。
[Tag Ruby  val={03000600E38199E38193} ]少し ねるだ…… グー グー[KeyWait]";"[Se]I'm tired... I'm goin' ta sleep now... Zzzzzz...[KeyWait]";"[Se]Hmm... Chuis fatigué... Vais faire un 'tit
somme.... Zzz... Zzz...[KeyWait]";
"[Se]てい！ [Tag Ruby  val={03000600E381B2E381A8} ]人のタンスを かってに
……そんなこと どこで [Tag Ruby  val={03000600E3818AE381BC} ]覚えただ[KeyWait]";"[Se]Hey! What are ya doin' in my chest?!
Where'd you learn ta do such a thing?![KeyWait]";"[Se]Oh ! Tu fais quoi dans ma commode ?
Franch'ment, qui t'a appris des manières
pareilles ?![KeyWait]";
"[Se]うーん うーん……
ハチは もう こりごりだあよ[KeyWait]";"[Se]Unnnngh! Owwwww! I've sure lost my taste
for honey![KeyWait]";"[Se]Aïe, aïe, ouille... Non, pas les abeilles...[KeyWait]";
"[Se]ホーホッホッ うちの ワンワンは
けなみが じまんざますのよ ホッ[KeyWait]";"[Se]Ho ho ho! My BowWow is so proud of his
fine fur coat![KeyWait]";"[Se]Hohoho ! Mon Toutou est si fier de
son pelage ![KeyWait]";
"[Se]マァ よーく うちの ワンワン
つれてきてくださったざます！ うれしいわ[KeyWait]
[Se]あーら！ ついでに
おさんぽまでしていただけるんざますかあ……[KeyWait]
たあすかるざますわあ。
それじゃ お[Tag Ruby  val={03000600E381ADE3818C} ]願いするざますっ！[KeyWait]";"[Se]Oh, thank you! I'm so happy you brought
my baby back![KeyWait][Tag PageBreak  ][Se]Now, would you be a dear and take him for
a walk? It would really help me out a lot!
You will?! Thanks![KeyWait]";"[Se]Ah ! Tu m'as ramené mon Toutou adoré !
Quelle joie ![KeyWait][Tag PageBreak  ][Se]Et en plus, tu veux aller le promener ?
Voilà qui m'arrange ! Du fond du cœur,
merci ![KeyWait]";
"[Se]もし ぼうやが [Tag Color  val={D9456DFF} ]リボン[Tag Color  val={EDEDEDFF} ]をお[Tag Ruby  val={03000300E38282} ]持ちだったら
[Tag Color  val={0095EFFF} ]イヌ[Tag Ruby  val={06000600E38194E38284} ]小屋[Tag Color  val={EDEDEDFF} ]に [Tag Ruby  val={03000300E38184} ]行ってあげてほしいざます[KeyWait]
うちの かわいいキャンキャンちゃんが
リボンを [Tag Ruby  val={03000600E38182E381A4} ]集めてるざますの[KeyWait]";"[Se]How I wish I'd receive a visitor carrying a
[Tag Color  val={D9456DFF} ]ribbon [Tag Color  val={EDEDEDFF} ]on their person! I would direct them
to the [Tag Color  val={0095EFFF} ]doghouse [Tag Color  val={EDEDEDFF} ]on my premises.[KeyWait][Tag PageBreak  ]My chic baby CiaoCiao has been pining
for a new accessory.[KeyWait]";"[Se]Si par hasard tu possèdes un [Tag Color  val={D9456DFF} ]ruban[Tag Color  val={EDEDEDFF} ],
rends-toi dans la [Tag Color  val={0095EFFF} ]niche[Tag Color  val={EDEDEDFF} ].[KeyWait][Tag PageBreak  ]Un de mes adorables petits Kaïkaïs
en fait la collection.[KeyWait]";
"キャン キャン キャン キャン[KeyWait]";"YIP YIP!
YIP YIP![KeyWait]";"Ouaf, ouaf ! Ouaf, ouaf ![KeyWait]";
"[Se]イヤッホー！ あたしゃ [Tag Ruby  val={06000900E38192E38293E3818D} ]元気だよ！
アンタも [Tag Ruby  val={06000900E38192E38293E3818D} ]元気でやっとるかー！[KeyWait]";"[Se]YAHOO! I'm fine, and you?![KeyWait]";"[Se]YOUPI ! J'ai la pêche ! Et toi ?[KeyWait]";
"[Se]イヤッホー！ さっきの[Tag Color  val={D9456DFF} ]モリブリン[Tag Color  val={EDEDEDFF} ]は
[Tag Color  val={0095EFFF} ]タルタル[Tag Ruby  val={06000900E38193E38186E381A1} ]高地[Tag Color  val={EDEDEDFF} ]に[Tag Ruby  val={03000300E38199} ]住んでるやつらじゃないかね？[KeyWait]
とんだ あばれんぼうだよー！
ワンワンが[Tag Ruby  val={06000C00E38197E38293E381B1E38184} ]心配だねえ……[KeyWait]";"[Se]She's had an awful tragedy in the house
across the way! [KeyWait][Tag PageBreak  ]If you ask me, this is the fault of those no-
good [Tag Color  val={D9456DFF} ]moblins [Tag Color  val={EDEDEDFF} ]from up in [Tag Color  val={0095EFFF} ]Tal Tal Heights[Tag Color  val={EDEDEDFF} ]! Oh,
it's just awful, and all I can do is sweep![KeyWait]";"[Se]Les [Tag Color  val={D9456DFF} ]Moblins[Tag Color  val={EDEDEDFF} ] qui sont venus au village tout
à l'heure vivent au [Tag Color  val={0095EFFF} ]plateau Tartare[Tag Color  val={EDEDEDFF} ] ![KeyWait][Tag PageBreak  ]Ce sont de vrais vauriens ! J'espère qu'ils
ne feront pas de mal à ce pauvre Toutou...[KeyWait]";
